iter	Passed	Remaining
1264	49603	342519
1265	49644	342489
1266	49685	342468
1267	49727	342446
1268	49768	342417
1269	49810	342398
1270	49853	342385
1271	49891	342334
1272	49932	342310
1273	49973	342284
1274	50012	342243
1275	50053	342212
1276	50091	342168
1277	50131	342133
1278	50169	342087
1279	50209	342052
1280	50249	342015
1281	50290	341992
1282	50332	341969
1283	50371	341929
1284	50411	341895
1285	50449	341850
1286	50489	341810
1287	50528	341771
1288	50567	341732
1289	50609	341709
1290	50647	341667
1291	50687	341632
1292	50728	341605
1293	50768	341569
1294	50807	341531
1295	50846	341489
1296	50886	341454
1297	50926	341420
1298	50966	341387
1299	51007	341360
1300	51049	341334
1301	51089	341299
1302	51129	341267
1303	51170	341241
1304	51211	341213
1305	51251	341178
1306	51290	341137
1307	51330	341103
1308	51369	341065
1309	51410	341036
1310	51449	340992
1311	51489	340958
1312	51529	340925
1313	51570	340899
1314	51618	340916
1315	51658	340886
1316	51699	340856
1317	51738	340816
1318	51781	340800
1319	51820	340762
1320	51862	340735
1321	51901	340696
1322	51944	340679
1323	51985	340654
1324	52026	340627
1325	52069	340608
1326	52109	340576
1327	52150	340549
1328	52191	340519
1329	52233	340496
1330	52274	340469
1331	52315	340445
1332	52356	340416
1333	52396	340381
1334	52434	340336
1335	52473	340294
1336	52512	340250
1337	52555	340233
1338	52595	340202
1339	52637	340178
1340	52677	340146
1341	52716	340105
1342	52760	340098
1343	52798	340044
1344	52838	340010
1345	52880	339989
1346	52920	339955
1347	52958	339911
1348	52996	339862
1349	53035	339823
1350	53076	339789
1351	53117	339764
1352	53159	339743
1353	53200	339710
1354	53240	339675
1355	53283	339660
1356	53322	339620
1357	53359	339567
1358	53399	339531
1359	53440	339503
1360	53479	339462
1361	53519	339428
1362	53559	339394
1363	53601	339371
1364	53642	339342
1365	53683	339313
1366	53723	339279
1367	53763	339241
1368	53802	339203
1369	53839	339147
1370	53878	339106
1371	53918	339076
1372	53958	339039
1373	53999	339007
1374	54038	338966
1375	54079	338941
1376	54118	338898
1377	54157	338860
1378	54198	338831
1379	54237	338790
1380	54278	338761
1381	54318	338724
1382	54359	338693
1383	54399	338657
1384	54437	338614
1385	54476	338574
1386	54514	338524
1387	54555	338498
